BioRegion,species,TotalHeight,Foliararea_cm2,wooddensity_core_g/cm3,SLA,LDMC,individualnumberpersite
Tatacoa,Astronium graveolens,10.66,94.77228,0.8019999999999999,135.04369686996827,385.1322860955012,425
Tatacoa,Bursera simaruba,10.360000000000001,137.71338,0.33599999999999997,140.87138522453546,292.8759757826757,570
Tatacoa,Bursera simaruba,10.360000000000001,137.71338,0.33599999999999997,140.87138522453546,292.8759757826757,230
Tatacoa,Bursera simaruba,10.360000000000001,137.71338,0.33599999999999997,140.87138522453546,292.8759757826757,275
Tatacoa,Bursera simaruba,10.360000000000001,137.71338,0.33599999999999997,140.87138522453546,292.8759757826757,590
Tatacoa,Ceiba pentandra,13.9,230.945,0.29500000000000004,94.39192506983196,438.57059737732243,725
Tatacoa,Ceiba pentandra,13.9,230.945,0.29500000000000004,94.39192506983196,438.57059737732243,275
Tatacoa,Ceiba pentandra,13.9,230.945,0.29500000000000004,94.39192506983196,438.57059737732243,35
Tatacoa,Ceiba pentandra,13.9,230.945,0.29500000000000004,94.39192506983196,438.57059737732243,606
Valle del Cauca,Astronium graveolens,13.483076923076924,129.1684892307692,0.8047692307692308,107.18721969935875,483.02474698253576,1107
Valle del Cauca,Astronium graveolens,13.483076923076924,129.1684892307692,0.8047692307692308,107.18721969935875,483.02474698253576,270
Valle del Cauca,Astronium graveolens,13.483076923076924,129.1684892307692,0.8047692307692308,107.18721969935875,483.02474698253576,275
Valle del Cauca,Astronium graveolens,13.483076923076924,129.1684892307692,0.8047692307692308,107.18721969935875,483.02474698253576,425
Valle del Cauca,Bursera simaruba,9.878125,238.61824374999998,0.5341666666666667,134.29203011975272,378.1716577443844,570
Valle del Cauca,Bursera simaruba,9.878125,238.61824374999998,0.5341666666666667,134.29203011975272,378.1716577443844,230
Valle del Cauca,Bursera simaruba,9.878125,238.61824374999998,0.5341666666666667,134.29203011975272,378.1716577443844,275
Valle del Cauca,Bursera simaruba,9.878125,238.61824374999998,0.5341666666666667,134.29203011975272,378.1716577443844,590
Valle del Cauca,Ceiba pentandra,14.6715,217.23754000000002,0.335375,103.31744722695585,379.04243909931483,725
Valle del Cauca,Ceiba pentandra,14.6715,217.23754000000002,0.335375,103.31744722695585,379.04243909931483,275
Valle del Cauca,Ceiba pentandra,14.6715,217.23754000000002,0.335375,103.31744722695585,379.04243909931483,35
Valle del Cauca,Ceiba pentandra,14.6715,217.23754000000002,0.335375,103.31744722695585,379.04243909931483,606
Valle del Cauca,Enterolobium cyclocarpum,19.62777777777778,210.32516347777783,0.3783333333333333,103.4268149807861,477.2483122980931,378
Valle del Cauca,Enterolobium cyclocarpum,19.62777777777778,210.32516347777783,0.3783333333333333,103.4268149807861,477.2483122980931,535
Valle del Cauca,Hura crepitans,13.225,157.9716,0.5050000000000001,192.59996134414317,225.1785550311519,1102
Valle del Cauca,Hura crepitans,13.225,157.9716,0.5050000000000001,192.59996134414317,225.1785550311519,275
Valle del Cauca,Hura crepitans,13.225,157.9716,0.5050000000000001,192.59996134414317,225.1785550311519,35
Valle del Cauca,Hymenaea courbaril,17.6232,34.397608,0.6896,94.94677842104875,561.1904303238324,710
Valle del Cauca,Platymiscium pinnatum,13.566666666666668,180.92886666666666,0.7766666666666667,127.42847475986143,557.4468152704865,488
Valle del Cauca,Platymiscium pinnatum,13.566666666666668,180.92886666666666,0.7766666666666667,127.42847475986143,557.4468152704865,275
Valle del Cauca,Platymiscium pinnatum,13.566666666666668,180.92886666666666,0.7766666666666667,127.42847475986143,557.4468152704865,235
Valle del Cauca,Tabebuia rosea,11.7,417.0674,0.4149999999999999,314.15634283020546,176.50314396473178,638
Valle del Cauca,Tabebuia rosea,11.7,417.0674,0.4149999999999999,314.15634283020546,176.50314396473178,15
