BioRegion,species,TotalHeight,Foliararea_cm2,wooddensity_core_g/cm3,SLA,LDMC,individualnumberpersite
Chicamocha,Platymiscium pinnatum,-1.3864916036445192,-0.4575662820840674,1.125373426167183,-0.9860913323649283,0.32323952529755084,488
Chicamocha,Platymiscium pinnatum,-1.3864916036445192,-0.4575662820840674,1.125373426167183,-0.9860913323649283,0.32323952529755084,275
Chicamocha,Platymiscium pinnatum,-1.3864916036445192,-0.4575662820840674,1.125373426167183,-0.9860913323649283,0.32323952529755084,235
Tatacoa,Astronium graveolens,-0.43223660808589914,-0.669941323359024,0.97014672458095,0.06684661185516383,-0.185637548567238,1107
Tatacoa,Astronium graveolens,-0.43223660808589914,-0.669941323359024,0.97014672458095,0.06684661185516383,-0.185637548567238,270
Tatacoa,Astronium graveolens,-0.43223660808589914,-0.669941323359024,0.97014672458095,0.06684661185516383,-0.185637548567238,275
Tatacoa,Astronium graveolens,-0.43223660808589914,-0.669941323359024,0.97014672458095,0.06684661185516383,-0.185637548567238,425
Tatacoa,Bursera simaruba,-0.5000746409455165,-0.305141974548184,-1.0391766903963922,0.19789543828290676,-1.1194008013938712,570
Tatacoa,Bursera simaruba,-0.5000746409455165,-0.305141974548184,-1.0391766903963922,0.19789543828290676,-1.1194008013938712,230
Tatacoa,Bursera simaruba,-0.5000746409455165,-0.305141974548184,-1.0391766903963922,0.19789543828290676,-1.1194008013938712,275
Tatacoa,Bursera simaruba,-0.5000746409455165,-0.305141974548184,-1.0391766903963922,0.19789543828290676,-1.1194008013938712,590
Tatacoa,Ceiba pentandra,0.30041414679797035,0.48689256263366937,-1.2159626560918233,-0.8473009304445538,0.3552331105657522,725
Tatacoa,Ceiba pentandra,0.30041414679797035,0.48689256263366937,-1.2159626560918233,-0.8473009304445538,0.3552331105657522,275
Tatacoa,Ceiba pentandra,0.30041414679797035,0.48689256263366937,-1.2159626560918233,-0.8473009304445538,0.3552331105657522,35
Tatacoa,Ceiba pentandra,0.30041414679797035,0.48689256263366937,-1.2159626560918233,-0.8473009304445538,0.3552331105657522,606
Valle del Cauca,Astronium graveolens,0.20613667549050196,-0.37773374765774914,0.9820872400875836,-0.5595696306603837,0.8051714529539706,1107
Valle del Cauca,Astronium graveolens,0.20613667549050196,-0.37773374765774914,0.9820872400875836,-0.5595696306603837,0.8051714529539706,270
Valle del Cauca,Astronium graveolens,0.20613667549050196,-0.37773374765774914,0.9820872400875836,-0.5595696306603837,0.8051714529539706,275
Valle del Cauca,Astronium graveolens,0.20613667549050196,-0.37773374765774914,0.9820872400875836,-0.5595696306603837,0.8051714529539706,425
Valle del Cauca,Bursera simaruba,-0.6090394812262773,0.5520793958369837,-0.18471118953514026,0.049943675478460674,-0.25608886998706415,570
Valle del Cauca,Bursera simaruba,-0.6090394812262773,0.5520793958369837,-0.18471118953514026,0.049943675478460674,-0.25608886998706415,230
Valle del Cauca,Bursera simaruba,-0.6090394812262773,0.5520793958369837,-0.18471118953514026,0.049943675478460674,-0.25608886998706415,275
Valle del Cauca,Bursera simaruba,-0.6090394812262773,0.5520793958369837,-0.18471118953514026,0.049943675478460674,-0.25608886998706415,590
Valle del Cauca,Ceiba pentandra,0.4748709546352867,0.37044299609134457,-1.041871598410042,-0.6465902656353727,-0.2472753413761373,725
Valle del Cauca,Ceiba pentandra,0.4748709546352867,0.37044299609134457,-1.041871598410042,-0.6465902656353727,-0.2472753413761373,275
Valle del Cauca,Ceiba pentandra,0.4748709546352867,0.37044299609134457,-1.041871598410042,-0.6465902656353727,-0.2472753413761373,35
Valle del Cauca,Ceiba pentandra,0.4748709546352867,0.37044299609134457,-1.041871598410042,-0.6465902656353727,-0.2472753413761373,606
Valle del Cauca,Enterolobium cyclocarpum,1.5956180704695575,0.3117199905315896,-0.8566415876051745,-0.6441308829579753,0.7467058323108272,378
Valle del Cauca,Enterolobium cyclocarpum,1.5956180704695575,0.3117199905315896,-0.8566415876051745,-0.6441308829579753,0.7467058323108272,535
Valle del Cauca,Hura crepitans,0.1477785728638307,-0.13304145863064265,-0.310473563505467,1.3611301174228867,-1.8045936472227402,1102
Valle del Cauca,Hura crepitans,0.1477785728638307,-0.13304145863064265,-0.310473563505467,1.3611301174228867,-1.8045936472227402,275
Valle del Cauca,Hura crepitans,0.1477785728638307,-0.13304145863064265,-0.310473563505467,1.3611301174228867,-1.8045936472227402,35
Valle del Cauca,Hymenaea courbaril,1.1423293599410638,-1.1828448360838506,0.48549446740615776,-0.8348237909524471,1.5963177982683996,710
Valle del Cauca,Platymiscium pinnatum,0.2250385547317289,0.06198838295415149,0.8609131197610091,-0.10439897641209335,1.5584271633872746,488
Valle del Cauca,Platymiscium pinnatum,0.2250385547317289,0.06198838295415149,0.8609131197610091,-0.10439897641209335,1.5584271633872746,275
Valle del Cauca,Platymiscium pinnatum,0.2250385547317289,0.06198838295415149,0.8609131197610091,-0.10439897641209335,1.5584271633872746,235
Valle del Cauca,Tabebuia rosea,-0.19706476083922522,2.0680660844836147,-0.6985403174710489,4.094601807971886,-2.2972570760541804,638
Valle del Cauca,Tabebuia rosea,-0.19706476083922522,2.0680660844836147,-0.6985403174710489,4.094601807971886,-2.2972570760541804,15
