BioRegion,species,TotalHeight,Foliararea_cm2,wooddensity_core_g/cm3,SLA,LDMC,individualnumberpersite
Caribe,Albizia saman,0.775280376815293,-0.3071653952081055,-0.07332165830427882,-0.6564672877926989,0.8180261041496186,10
Caribe,Aspidosperma polyneuron,-1.0224274939645717,-1.2487994082493923,1.226701967480418,0.1924853430929537,0.16380963803839407,529
Caribe,Astronium graveolens,-0.1164708585530132,-0.43081722810896245,1.0444432655111127,0.9758787771502847,0.7384171897761264,1107
Caribe,Astronium graveolens,-0.1164708585530132,-0.43081722810896245,1.0444432655111127,0.9758787771502847,0.7384171897761264,270
Caribe,Astronium graveolens,-0.1164708585530132,-0.43081722810896245,1.0444432655111127,0.9758787771502847,0.7384171897761264,275
Caribe,Astronium graveolens,-0.1164708585530132,-0.43081722810896245,1.0444432655111127,0.9758787771502847,0.7384171897761264,425
Caribe,Bulnesia arborea,-0.6487232427729944,-1.2519269719183357,1.7535423004225796,-0.06331300785668957,0.557238444799029,505
Caribe,Bursera simaruba,-0.19825490176658647,0.26138620172592175,-1.0264680715530747,0.9358815080001959,-1.4674464438958288,570
Caribe,Bursera simaruba,-0.19825490176658647,0.26138620172592175,-1.0264680715530747,0.9358815080001959,-1.4674464438958288,230
Caribe,Bursera simaruba,-0.19825490176658647,0.26138620172592175,-1.0264680715530747,0.9358815080001959,-1.4674464438958288,275
Caribe,Bursera simaruba,-0.19825490176658647,0.26138620172592175,-1.0264680715530747,0.9358815080001959,-1.4674464438958288,590
Caribe,Caesalpinia ebano,-0.09702079318766743,-1.119829227760604,1.3940149231884738,0.05636850952614421,1.0348998116752564,1013
Caribe,Ceiba pentandra,0.06167645423431664,0.34231294377299265,-1.297224497734189,-0.8698115008715963,0.2967695327836626,725
Caribe,Ceiba pentandra,0.06167645423431664,0.34231294377299265,-1.297224497734189,-0.8698115008715963,0.2967695327836626,275
Caribe,Ceiba pentandra,0.06167645423431664,0.34231294377299265,-1.297224497734189,-0.8698115008715963,0.2967695327836626,35
Caribe,Ceiba pentandra,0.06167645423431664,0.34231294377299265,-1.297224497734189,-0.8698115008715963,0.2967695327836626,606
Caribe,Enterolobium cyclocarpum,0.6656088903589107,0.3847569298326162,-0.8084925644279637,-0.7605920220040298,0.9932035586489009,378
Caribe,Enterolobium cyclocarpum,0.6656088903589107,0.3847569298326162,-0.8084925644279637,-0.7605920220040298,0.9932035586489009,535
Caribe,Hura crepitans,0.3049366823219443,-0.6704955807374979,-0.8181942332771024,0.5849436201445711,-1.3537166473113427,1102
Caribe,Hura crepitans,0.3049366823219443,-0.6704955807374979,-0.8181942332771024,0.5849436201445711,-1.3537166473113427,275
Caribe,Hura crepitans,0.3049366823219443,-0.6704955807374979,-0.8181942332771024,0.5849436201445711,-1.3537166473113427,35
Caribe,Platymiscium pinnatum,-0.5077198795693789,-0.4588510864264665,1.0416002856285822,0.14777637057361387,-0.2625555035479479,488
Caribe,Platymiscium pinnatum,-0.5077198795693789,-0.4588510864264665,1.0416002856285822,0.14777637057361387,-0.2625555035479479,275
Caribe,Platymiscium pinnatum,-0.5077198795693789,-0.4588510864264665,1.0416002856285822,0.14777637057361387,-0.2625555035479479,235
Caribe,Swietenia macrophylla,3.4888016911999946,3.224106743362956,-0.35790394454570545,-0.28651501698674303,0.13366065093721266,75
Caribe,Tabebuia rosea,-0.16045375897847938,1.1823547129123932,-0.38747093532403537,-0.35494261877005,-0.1049884246574949,638
Caribe,Tabebuia rosea,-0.16045375897847938,1.1823547129123932,-0.38747093532403537,-0.35494261877005,-0.1049884246574949,15
Chicamocha,Astronium graveolens,-1.1216720235184567,-0.7655980484624888,1.6610013655912805,-0.05481729295927853,0.6776325829621384,1107
Chicamocha,Astronium graveolens,-1.1216720235184567,-0.7655980484624888,1.6610013655912805,-0.05481729295927853,0.6776325829621384,270
Chicamocha,Astronium graveolens,-1.1216720235184567,-0.7655980484624888,1.6610013655912805,-0.05481729295927853,0.6776325829621384,275
Chicamocha,Astronium graveolens,-1.1216720235184567,-0.7655980484624888,1.6610013655912805,-0.05481729295927853,0.6776325829621384,425
Chicamocha,Bursera simaruba,-1.4246101173465902,0.09134383645015128,-0.9110530636902955,-0.07507052481306561,-0.860270791571965,570
Chicamocha,Bursera simaruba,-1.4246101173465902,0.09134383645015128,-0.9110530636902955,-0.07507052481306561,-0.860270791571965,230
Chicamocha,Bursera simaruba,-1.4246101173465902,0.09134383645015128,-0.9110530636902955,-0.07507052481306561,-0.860270791571965,275
Chicamocha,Bursera simaruba,-1.4246101173465902,0.09134383645015128,-0.9110530636902955,-0.07507052481306561,-0.860270791571965,590
Chicamocha,Ceiba pentandra,0.24840498827226307,0.9126541866638931,-0.9486277811377566,-0.7330197662524356,0.388198550488554,725
Chicamocha,Ceiba pentandra,0.24840498827226307,0.9126541866638931,-0.9486277811377566,-0.7330197662524356,0.388198550488554,275
Chicamocha,Ceiba pentandra,0.24840498827226307,0.9126541866638931,-0.9486277811377566,-0.7330197662524356,0.388198550488554,35
Chicamocha,Ceiba pentandra,0.24840498827226307,0.9126541866638931,-0.9486277811377566,-0.7330197662524356,0.388198550488554,606
Chicamocha,Hura crepitans,-1.2146352537334881,-0.870352398016913,-0.5691847328158549,-0.18629693176472326,-1.2277198514568515,1102
Chicamocha,Hura crepitans,-1.2146352537334881,-0.870352398016913,-0.5691847328158549,-0.18629693176472326,-1.2277198514568515,275
Chicamocha,Hura crepitans,-1.2146352537334881,-0.870352398016913,-0.5691847328158549,-0.18629693176472326,-1.2277198514568515,35
